,time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,weather_code,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant
0,2012-07-01,34.8,20.1,1.7,1.7,0.0,1.0,61,17.0,37.1,268
1,2012-07-02,31.0,19.7,0.0,0.0,0.0,0.0,2,14.0,26.3,321
2,2012-07-03,31.9,18.6,0.0,0.0,0.0,0.0,3,12.1,25.6,269
3,2012-07-04,33.7,20.5,3.9,3.9,0.0,4.0,61,10.9,26.3,251
4,2012-07-05,34.9,24.3,0.0,0.0,0.0,0.0,3,14.4,24.1,321
5,2012-07-06,34.0,19.6,0.0,0.0,0.0,0.0,3,12.2,32.4,154
6,2012-07-07,37.8,24.1,1.6,1.6,0.0,3.0,55,20.1,32.8,283
7,2012-07-08,32.9,22.8,0.0,0.0,0.0,0.0,3,12.6,27.0,87
8,2012-07-09,30.6,22.0,0.0,0.0,0.0,0.0,3,14.2,35.3,36
9,2012-07-10,30.3,19.7,0.0,0.0,0.0,0.0,3,15.6,32.0,107
10,2012-07-11,28.3,20.2,0.0,0.0,0.0,0.0,3,14.5,28.1,141
11,2012-07-12,31.0,19.3,0.0,0.0,0.0,0.0,3,17.4,33.8,175
12,2012-07-13,31.3,20.9,0.0,0.0,0.0,0.0,3,11.0,23.4,197
13,2012-07-14,30.9,23.3,0.0,0.0,0.0,0.0,3,14.6,28.1,250
14,2012-07-15,31.1,22.0,5.7,5.7,0.0,3.0,63,13.4,28.4,226
15,2012-07-16,32.8,21.9,0.5,0.5,0.0,2.0,51,13.5,25.2,283
16,2012-07-17,35.7,21.2,0.0,0.0,0.0,0.0,3,17.5,36.7,244
17,2012-07-18,37.8,26.4,1.8,1.8,0.0,3.0,61,16.2,36.0,241
18,2012-07-19,26.6,22.5,2.5,2.5,0.0,8.0,53,15.7,30.6,62
19,2012-07-20,22.5,17.8,38.7,38.7,0.0,21.0,63,19.9,40.0,63
20,2012-07-21,23.6,17.7,0.0,0.0,0.0,0.0,3,11.6,26.6,67
21,2012-07-22,26.2,17.8,0.0,0.0,0.0,0.0,3,13.7,25.9,182
22,2012-07-23,29.8,20.3,0.3,0.3,0.0,2.0,51,14.1,31.7,215
23,2012-07-24,32.5,22.5,0.0,0.0,0.0,0.0,3,20.4,37.4,294
24,2012-07-25,29.1,19.4,0.0,0.0,0.0,0.0,3,18.2,34.2,327
25,2012-07-26,33.1,19.6,7.5,7.5,0.0,6.0,61,19.0,38.9,239
26,2012-07-27,30.2,22.6,4.8,4.8,0.0,2.0,63,14.7,31.0,281
27,2012-07-28,25.2,21.8,22.9,22.9,0.0,14.0,63,11.3,26.3,71
28,2012-07-29,24.3,20.8,7.8,7.8,0.0,14.0,55,11.0,19.4,41
29,2012-07-30,25.6,19.7,0.8,0.8,0.0,5.0,51,13.6,28.4,114
30,2012-07-31,24.2,19.0,0.0,0.0,0.0,0.0,3,10.5,22.7,95
31,2012-08-01,26.2,19.7,10.3,10.3,0.0,9.0,63,10.8,23.8,196
32,2012-08-02,30.2,20.2,0.0,0.0,0.0,0.0,3,8.7,25.9,241
33,2012-08-03,32.0,20.5,0.0,0.0,0.0,0.0,3,13.2,28.1,211
34,2012-08-04,31.2,22.8,0.0,0.0,0.0,0.0,2,16.4,28.4,166
35,2012-08-05,32.5,23.9,4.6,4.6,0.0,3.0,61,20.1,44.6,203
36,2012-08-06,29.7,22.7,3.6,3.6,0.0,7.0,61,15.9,33.1,297
37,2012-08-07,28.6,18.5,0.0,0.0,0.0,0.0,3,9.9,27.4,202
38,2012-08-08,29.7,21.4,0.0,0.0,0.0,0.0,3,10.9,22.7,175
39,2012-08-09,30.5,21.3,0.7,0.7,0.0,2.0,53,14.7,32.0,186
40,2012-08-10,26.1,23.3,8.0,8.0,0.0,13.0,61,13.9,32.4,167
41,2012-08-11,28.3,22.3,6.4,6.4,0.0,9.0,61,17.0,34.9,197
42,2012-08-12,28.8,21.8,3.6,3.6,0.0,5.0,53,13.6,27.0,252
43,2012-08-13,28.3,19.2,0.0,0.0,0.0,0.0,3,12.6,24.5,283
44,2012-08-14,26.7,19.0,6.3,6.3,0.0,9.0,63,14.7,28.8,187
45,2012-08-15,26.7,20.8,20.6,20.6,0.0,17.0,63,7.9,29.5,38
46,2012-08-16,28.3,19.8,0.6,0.6,0.0,2.0,51,11.9,26.6,309
47,2012-08-17,30.3,18.5,1.8,1.8,0.0,4.0,53,14.3,30.2,236
48,2012-08-18,25.1,19.0,11.3,11.3,0.0,9.0,61,11.5,28.4,2
49,2012-08-19,24.2,16.1,0.0,0.0,0.0,0.0,3,10.0,21.6,344
50,2012-08-20,25.7,17.0,0.0,0.0,0.0,0.0,3,8.1,22.3,146
51,2012-08-21,26.3,18.9,0.0,0.0,0.0,0.0,3,9.1,20.9,265
52,2012-08-22,26.5,18.7,0.1,0.1,0.0,1.0,51,9.7,20.5,176
53,2012-08-23,28.4,18.5,0.0,0.0,0.0,0.0,3,11.7,25.9,195
54,2012-08-24,29.0,18.1,0.0,0.0,0.0,0.0,3,9.8,18.4,148
55,2012-08-25,27.7,19.6,0.4,0.4,0.0,2.0,51,15.1,28.4,93
56,2012-08-26,26.9,19.0,0.0,0.0,0.0,0.0,2,12.7,25.6,88
57,2012-08-27,26.6,19.1,5.8,5.8,0.0,10.0,63,12.3,33.1,171
58,2012-08-28,29.7,21.6,5.6,5.6,0.0,6.0,61,17.3,39.6,274
59,2012-08-29,26.1,18.1,0.0,0.0,0.0,0.0,1,15.3,28.4,346
60,2012-08-30,28.5,14.8,0.0,0.0,0.0,0.0,1,12.0,22.7,287
61,2012-08-31,32.8,17.3,0.0,0.0,0.0,0.0,1,15.1,27.7,251
62,2012-09-01,30.8,22.0,0.0,0.0,0.0,0.0,3,14.5,28.4,324
63,2012-09-02,26.8,20.6,2.4,2.4,0.0,5.0,61,11.4,19.4,107
64,2012-09-03,23.0,20.8,2.7,2.7,0.0,7.0,61,13.7,33.5,91
65,2012-09-04,25.7,20.7,9.4,9.4,0.0,18.0,61,13.4,30.6,140
66,2012-09-05,26.9,23.0,13.8,13.8,0.0,16.0,61,19.5,38.9,238
67,2012-09-06,26.1,20.3,0.0,0.0,0.0,0.0,3,8.3,17.3,289
68,2012-09-07,29.2,19.8,2.6,2.6,0.0,5.0,55,11.1,24.8,218
69,2012-09-08,26.9,18.0,15.6,15.6,0.0,11.0,63,24.3,52.2,194
70,2012-09-09,23.9,18.0,2.1,2.1,0.0,4.0,53,13.8,24.8,321
71,2012-09-10,21.6,15.1,0.0,0.0,0.0,0.0,3,20.2,39.2,330
72,2012-09-11,22.0,11.2,0.0,0.0,0.0,0.0,3,10.5,24.5,310
73,2012-09-12,24.9,14.3,0.0,0.0,0.0,0.0,3,11.0,23.4,196
74,2012-09-13,25.6,14.1,0.0,0.0,0.0,0.0,0,10.7,23.4,195
75,2012-09-14,25.6,14.8,0.0,0.0,0.0,0.0,3,12.1,25.6,194
76,2012-09-15,22.8,15.7,0.1,0.1,0.0,1.0,51,18.4,36.0,317
77,2012-09-16,22.3,12.4,0.0,0.0,0.0,0.0,3,10.2,24.8,295
78,2012-09-17,24.4,12.1,0.0,0.0,0.0,0.0,3,12.6,26.3,208
79,2012-09-18,22.4,18.2,32.6,32.6,0.0,20.0,63,35.4,77.4,176
80,2012-09-19,20.4,13.7,10.2,10.2,0.0,5.0,63,21.4,40.0,322
81,2012-09-20,19.5,11.6,0.2,0.2,0.0,1.0,51,12.9,25.6,69
82,2012-09-21,21.4,14.6,0.0,0.0,0.0,0.0,3,9.8,20.5,113
83,2012-09-22,24.1,12.8,1.4,1.4,0.0,5.0,51,17.7,37.4,167
84,2012-09-23,19.4,12.9,0.2,0.2,0.0,1.0,51,17.4,36.0,306
85,2012-09-24,18.2,10.3,0.0,0.0,0.0,0.0,3,13.5,28.1,287
86,2012-09-25,21.6,9.1,0.0,0.0,0.0,0.0,3,17.0,32.4,211
87,2012-09-26,23.9,15.7,0.3,0.3,0.0,1.0,51,14.7,28.8,219
88,2012-09-27,22.2,16.7,4.7,4.7,0.0,5.0,61,8.6,20.9,275
89,2012-09-28,21.8,16.2,10.2,10.2,0.0,20.0,63,14.2,30.6,75
90,2012-09-29,16.5,13.9,1.0,1.0,0.0,6.0,51,9.4,20.9,357
91,2012-09-30,18.9,12.4,0.2,0.2,0.0,1.0,51,13.4,31.3,292
92,2012-10-01,20.9,10.5,0.0,0.0,0.0,0.0,3,16.6,31.3,260
93,2012-10-02,21.8,15.1,22.1,22.1,0.0,7.0,63,13.7,31.0,78
94,2012-10-03,23.3,17.3,1.2,1.2,0.0,3.0,53,7.4,23.0,37
95,2012-10-04,21.7,17.7,4.0,4.0,0.0,8.0,55,7.1,20.9,277
96,2012-10-05,24.9,14.3,0.0,0.0,0.0,0.0,1,9.1,17.6,265
97,2012-10-06,24.4,12.9,0.2,0.2,0.0,1.0,51,20.0,42.5,251
98,2012-10-07,13.4,8.7,2.9,2.9,0.0,6.0,53,12.3,24.5,305
99,2012-10-08,12.4,6.7,2.1,2.1,0.0,4.0,53,11.3,25.6,305
100,2012-10-09,15.1,10.6,1.0,1.0,0.0,2.0,53,16.2,32.8,34
101,2012-10-10,18.0,13.0,1.0,1.0,0.0,5.0,51,17.7,32.4,302
102,2012-10-11,14.6,8.1,0.0,0.0,0.0,0.0,1,19.4,36.7,272
103,2012-10-12,12.6,6.8,0.0,0.0,0.0,0.0,3,21.1,41.8,297
104,2012-10-13,11.3,2.4,0.0,0.0,0.0,0.0,3,14.6,29.2,203
105,2012-10-14,20.5,9.1,0.0,0.0,0.0,0.0,3,19.9,39.2,209
106,2012-10-15,20.8,15.1,7.5,7.5,0.0,10.0,61,18.1,38.5,214
107,2012-10-16,14.6,8.1,0.0,0.0,0.0,0.0,3,22.2,42.5,309
108,2012-10-17,16.0,5.6,0.0,0.0,0.0,0.0,3,8.3,20.5,274
109,2012-10-18,17.5,8.8,0.4,0.4,0.0,1.0,51,16.9,31.3,128
110,2012-10-19,18.2,15.3,30.0,30.0,0.0,15.0,63,20.6,52.9,138
111,2012-10-20,19.7,12.1,0.2,0.2,0.0,1.0,51,15.2,31.7,249
112,2012-10-21,17.5,9.3,0.0,0.0,0.0,0.0,2,18.4,35.3,283
113,2012-10-22,18.5,9.1,0.0,0.0,0.0,0.0,1,15.7,30.6,285
114,2012-10-23,17.8,9.5,1.2,1.2,0.0,2.0,53,8.3,17.3,347
115,2012-10-24,17.3,12.4,1.7,1.7,0.0,5.0,53,9.7,30.2,61
116,2012-10-25,16.2,12.7,0.7,0.7,0.0,4.0,51,8.4,22.3,100
117,2012-10-26,18.8,12.8,0.0,0.0,0.0,0.0,3,6.5,15.5,102
118,2012-10-27,17.4,13.5,0.0,0.0,0.0,0.0,3,13.6,25.6,64
119,2012-10-28,14.4,12.1,0.4,0.4,0.0,2.0,51,25.7,52.2,38
120,2012-10-29,16.3,11.3,31.0,31.0,0.0,18.0,63,60.6,122.4,46
121,2012-10-30,12.4,9.7,9.6,9.6,0.0,15.0,55,45.3,96.5,154
122,2012-10-31,10.2,6.8,0.8,0.8,0.0,3.0,51,17.1,32.4,228
123,2012-11-01,10.4,5.4,0.0,0.0,0.0,0.0,3,16.8,32.8,244
124,2012-11-02,10.9,5.7,0.0,0.0,0.0,0.0,3,19.3,38.2,283
125,2012-11-03,9.1,4.3,0.0,0.0,0.0,0.0,3,22.9,42.8,301
126,2012-11-04,9.7,3.0,0.0,0.0,0.0,0.0,3,14.8,29.2,298
127,2012-11-05,7.6,3.1,0.0,0.0,0.0,0.0,3,15.3,31.3,337
128,2012-11-06,5.7,-1.4,0.0,0.0,0.0,0.0,3,11.8,23.4,33
129,2012-11-07,3.0,0.7,17.9,2.5,10.78,14.0,75,28.4,49.7,5
130,2012-11-08,6.2,0.9,3.4,0.3,2.38,7.0,73,25.1,42.5,331
131,2012-11-09,8.2,0.8,0.0,0.0,0.0,0.0,0,18.6,39.2,311
132,2012-11-10,12.2,1.3,0.0,0.0,0.0,0.0,3,7.6,17.3,251
133,2012-11-11,16.5,4.8,0.0,0.0,0.0,0.0,3,10.8,18.7,176
134,2012-11-12,17.8,5.9,0.0,0.0,0.0,0.0,3,15.7,29.5,178
135,2012-11-13,14.3,4.1,5.2,5.2,0.0,10.0,55,22.7,42.1,303
136,2012-11-14,8.0,1.7,0.0,0.0,0.0,0.0,0,15.9,33.5,6
137,2012-11-15,6.9,0.7,0.0,0.0,0.0,0.0,3,13.2,26.3,18
138,2012-11-16,7.7,0.8,0.0,0.0,0.0,0.0,3,10.7,24.5,356
139,2012-11-17,10.0,1.0,0.0,0.0,0.0,0.0,1,14.8,27.7,13
140,2012-11-18,8.8,1.0,0.0,0.0,0.0,0.0,3,11.8,25.6,38
141,2012-11-19,9.0,2.5,0.0,0.0,0.0,0.0,3,13.5,27.4,29
142,2012-11-20,9.3,0.8,0.0,0.0,0.0,0.0,3,8.6,18.0,22
143,2012-11-21,10.6,2.3,0.0,0.0,0.0,0.0,3,10.0,18.7,20
144,2012-11-22,11.5,1.3,0.0,0.0,0.0,0.0,0,9.4,19.8,27
145,2012-11-23,11.9,1.0,0.3,0.3,0.0,1.0,51,10.9,21.6,213
146,2012-11-24,7.7,1.5,0.2,0.2,0.0,1.0,51,26.6,51.1,290
147,2012-11-25,4.6,-0.2,0.0,0.0,0.0,0.0,3,19.1,38.9,271
148,2012-11-26,7.9,-0.9,0.0,0.0,0.0,0.0,3,14.5,30.6,272
149,2012-11-27,3.1,1.1,10.2,7.9,1.61,13.0,73,14.5,23.0,22
150,2012-11-28,5.5,-1.2,0.0,0.0,0.0,0.0,3,14.8,27.7,307
151,2012-11-29,6.4,-2.3,0.0,0.0,0.0,0.0,3,15.3,31.0,255
152,2012-11-30,6.6,-1.0,0.0,0.0,0.0,0.0,3,14.7,27.0,33
153,2012-12-01,9.2,3.4,0.0,0.0,0.0,0.0,3,17.3,31.3,48
154,2012-12-02,10.6,3.6,2.5,2.5,0.0,4.0,61,11.5,25.9,222
155,2012-12-03,15.6,5.6,0.3,0.3,0.0,1.0,51,10.5,21.6,282
156,2012-12-04,16.0,6.1,0.4,0.4,0.0,1.0,51,11.6,22.7,148
157,2012-12-05,12.0,2.3,0.4,0.4,0.0,2.0,51,23.1,46.1,295
158,2012-12-06,4.6,-2.4,0.0,0.0,0.0,0.0,3,16.6,36.0,339
159,2012-12-07,4.5,-1.4,2.5,2.5,0.0,9.0,53,7.1,15.5,217
160,2012-12-08,10.1,4.2,9.5,9.5,0.0,8.0,63,7.6,36.0,315
161,2012-12-09,8.1,5.4,4.4,4.4,0.0,14.0,53,16.2,27.7,31
162,2012-12-10,15.0,7.6,2.3,2.3,0.0,7.0,53,14.8,29.9,214
163,2012-12-11,13.4,2.4,0.8,0.8,0.0,5.0,51,20.2,37.8,316
164,2012-12-12,6.0,0.5,0.0,0.0,0.0,0.0,3,6.4,14.4,309
165,2012-12-13,6.5,-1.1,0.0,0.0,0.0,0.0,3,9.0,19.4,358
166,2012-12-14,7.8,-2.0,0.0,0.0,0.0,0.0,3,13.2,28.4,252
167,2012-12-15,7.3,-1.3,0.0,0.0,0.0,0.0,3,9.6,18.7,34
168,2012-12-16,8.9,2.3,1.7,1.7,0.0,6.0,53,18.1,33.5,70
169,2012-12-17,7.0,4.7,6.0,6.0,0.0,11.0,53,15.8,30.6,41
170,2012-12-18,11.2,5.6,11.1,11.1,0.0,7.0,63,19.7,37.1,285
171,2012-12-19,8.2,2.5,0.0,0.0,0.0,0.0,2,24.2,45.7,299
172,2012-12-20,5.8,-1.7,0.7,0.7,0.0,3.0,51,16.3,30.6,56
173,2012-12-21,12.5,2.3,29.3,29.3,0.0,13.0,63,43.8,108.4,177
174,2012-12-22,3.3,0.6,0.0,0.0,0.0,0.0,3,34.8,65.5,281
175,2012-12-23,5.2,-0.3,0.0,0.0,0.0,0.0,2,19.1,41.0,254
176,2012-12-24,3.8,-3.3,2.5,1.3,0.84,4.0,73,10.9,31.7,321
177,2012-12-25,6.5,-1.1,1.1,1.0,0.07,2.0,71,14.7,29.2,346
178,2012-12-26,2.2,-2.6,17.6,12.3,3.71,10.0,75,33.2,79.9,48
179,2012-12-27,5.5,-1.9,11.5,11.5,0.0,14.0,61,39.0,89.6,353
180,2012-12-28,3.3,-2.7,0.0,0.0,0.0,0.0,3,19.5,38.9,300
181,2012-12-29,1.6,-2.8,8.4,1.2,5.11,14.0,73,15.8,29.9,11
182,2012-12-30,-0.2,-4.0,0.0,0.0,0.0,0.0,2,29.5,63.0,301
183,2012-12-31,2.1,-4.9,0.0,0.0,0.0,0.0,3,18.2,35.3,255
184,2013-01-01,2.9,-3.9,0.0,0.0,0.0,0.0,3,19.1,34.9,277
185,2013-01-02,-1.0,-7.6,0.0,0.0,0.0,0.0,3,16.3,33.1,304
186,2013-01-03,-0.8,-9.4,0.0,0.0,0.0,0.0,3,14.0,26.6,285
187,2013-01-04,2.1,-4.6,0.0,0.0,0.0,0.0,1,21.8,44.6,256
188,2013-01-05,3.9,-1.8,0.0,0.0,0.0,0.0,3,18.1,39.2,277
189,2013-01-06,5.2,-2.7,0.4,0.0,0.35,2.0,71,11.2,25.6,237
190,2013-01-07,5.9,-4.5,0.0,0.0,0.0,0.0,0,14.3,31.7,298
191,2013-01-08,7.8,-3.0,0.0,0.0,0.0,0.0,3,13.8,29.2,230
192,2013-01-09,8.0,-1.6,0.0,0.0,0.0,0.0,3,18.9,36.7,242
193,2013-01-10,7.8,-1.2,0.0,0.0,0.0,0.0,3,17.2,35.3,296
194,2013-01-11,6.5,-2.4,9.5,9.5,0.0,9.0,61,9.6,32.8,78
195,2013-01-12,8.8,5.4,1.8,1.8,0.0,2.0,61,9.4,25.6,38
196,2013-01-13,8.6,5.3,0.0,0.0,0.0,0.0,3,8.2,18.4,177
197,2013-01-14,13.4,6.0,0.3,0.3,0.0,3.0,51,11.9,25.6,283
198,2013-01-15,5.0,1.9,3.5,3.5,0.0,7.0,55,10.2,22.3,8
199,2013-01-16,2.7,-0.2,15.2,7.3,5.53,16.0,75,12.0,23.8,357
200,2013-01-17,4.6,0.2,0.1,0.0,0.07,1.0,71,13.8,23.8,288
201,2013-01-18,-0.3,-8.8,1.0,0.1,0.7,5.0,71,20.5,39.6,337
202,2013-01-19,8.1,-7.7,0.0,0.0,0.0,0.0,3,22.8,44.3,213
203,2013-01-20,10.5,0.0,0.0,0.0,0.0,0.0,2,25.9,55.1,248
204,2013-01-21,1.3,-3.4,0.1,0.0,0.35,1.0,71,17.4,32.8,260
205,2013-01-22,-2.2,-8.2,0.0,0.0,0.0,0.0,3,26.2,57.6,290
206,2013-01-23,-5.8,-10.8,0.0,0.0,0.0,0.0,3,21.3,41.0,290
207,2013-01-24,-4.3,-10.6,0.0,0.0,0.0,0.0,3,29.6,56.9,319
208,2013-01-25,-3.7,-10.3,1.1,0.0,0.77,5.0,73,18.7,35.3,272
209,2013-01-26,-2.3,-9.0,0.0,0.0,0.0,0.0,3,16.6,31.7,309
210,2013-01-27,1.1,-8.9,0.0,0.0,0.0,0.0,3,14.3,28.4,297
211,2013-01-28,1.0,-4.9,4.5,3.3,0.91,10.0,73,16.8,31.3,207
212,2013-01-29,9.1,1.2,0.0,0.0,0.0,0.0,3,11.1,21.6,165
213,2013-01-30,14.6,3.3,0.1,0.1,0.0,1.0,51,19.5,55.4,181
214,2013-01-31,13.8,-0.9,15.5,15.5,0.0,9.0,63,43.8,103.7,239
215,2013-02-01,0.3,-3.9,0.0,0.0,0.0,0.0,3,27.6,52.6,278
216,2013-02-02,-1.4,-6.7,0.5,0.0,0.42,2.0,73,19.3,37.4,250
217,2013-02-03,-0.9,-5.3,1.0,0.0,0.77,5.0,73,8.7,19.4,281
218,2013-02-04,-0.4,-6.6,0.0,0.0,0.0,0.0,3,21.6,42.8,272
219,2013-02-05,-0.0,-5.1,1.0,0.0,1.33,8.0,71,8.1,19.1,63
220,2013-02-06,3.7,-4.4,0.1,0.0,0.21,1.0,71,17.9,33.5,299
221,2013-02-07,0.3,-5.0,0.0,0.0,0.0,0.0,3,11.1,22.7,51
222,2013-02-08,1.9,-2.8,36.3,5.2,21.77,17.0,75,28.1,53.3,46
223,2013-02-09,-1.2,-9.0,16.5,0.0,11.55,8.0,75,26.3,49.3,321
224,2013-02-10,-1.1,-14.1,0.0,0.0,0.0,0.0,3,14.5,25.2,294
225,2013-02-11,5.2,-7.2,9.5,9.4,0.07,10.0,71,10.1,31.0,201
226,2013-02-12,5.0,-3.4,0.4,0.4,0.0,1.0,51,19.7,40.0,275
227,2013-02-13,4.1,-4.4,1.2,1.0,0.14,4.0,71,10.9,15.1,305
228,2013-02-14,4.5,-4.9,1.1,0.1,0.7,3.0,73,9.8,20.2,281
229,2013-02-15,8.0,-4.7,0.0,0.0,0.0,0.0,3,10.2,25.9,214
230,2013-02-16,2.4,-1.9,1.1,0.5,0.77,4.0,73,16.7,34.6,349
231,2013-02-17,-2.1,-8.7,0.8,0.0,0.63,6.0,71,32.5,64.8,316
232,2013-02-18,0.3,-10.3,0.0,0.0,0.0,0.0,3,29.3,54.7,289
233,2013-02-19,6.3,-6.1,5.9,5.9,0.0,8.0,55,22.7,43.2,206
234,2013-02-20,2.1,-4.2,0.0,0.0,0.0,0.0,3,27.7,52.2,279
235,2013-02-21,0.3,-6.3,0.0,0.0,0.0,0.0,1,26.0,53.6,303
236,2013-02-22,2.4,-6.9,0.4,0.2,0.14,2.0,71,20.5,34.9,36
237,2013-02-23,4.7,-0.5,2.2,2.2,0.0,7.0,53,15.9,35.3,77
238,2013-02-24,7.4,-0.2,0.1,0.1,0.0,1.0,51,19.2,37.4,328
239,2013-02-25,6.8,-2.3,0.0,0.0,0.0,0.0,3,15.0,29.5,321
240,2013-02-26,5.8,-2.5,0.9,0.9,0.0,3.0,51,24.8,45.4,82
241,2013-02-27,9.8,2.3,10.2,10.2,0.0,15.0,55,32.9,67.0,72
242,2013-02-28,9.5,0.4,0.8,0.8,0.0,3.0,51,12.2,23.8,274
243,2013-03-01,7.4,-0.5,0.0,0.0,0.0,0.0,3,15.3,31.0,312
244,2013-03-02,4.6,-1.6,0.0,0.0,0.14,0.0,71,14.6,29.2,317
245,2013-03-03,4.4,-2.0,0.0,0.0,0.0,0.0,3,17.3,33.1,314
246,2013-03-04,4.9,-3.0,0.0,0.0,0.0,0.0,0,24.0,45.0,304
247,2013-03-05,8.1,-1.9,0.0,0.0,0.0,0.0,3,18.8,37.1,334
248,2013-03-06,4.6,-0.9,3.9,2.9,0.7,13.0,73,33.7,68.0,49
249,2013-03-07,4.5,0.7,6.5,1.0,3.85,21.0,73,27.6,54.0,358
250,2013-03-08,3.3,-0.7,9.9,0.6,6.51,18.0,73,22.4,51.1,347
251,2013-03-09,7.7,-0.9,0.0,0.0,0.0,0.0,3,22.2,38.5,356
252,2013-03-10,8.4,-1.8,0.0,0.0,0.0,0.0,3,12.5,23.0,110
253,2013-03-11,11.8,0.1,0.0,0.0,0.0,0.0,3,14.3,26.6,156
254,2013-03-12,11.4,5.3,20.1,20.1,0.0,14.0,63,27.9,67.7,179
255,2013-03-13,9.5,0.0,0.0,0.0,0.0,0.0,3,18.4,33.5,283
256,2013-03-14,4.1,-1.2,0.0,0.0,0.0,0.0,3,30.8,59.0,296
257,2013-03-15,7.5,-2.8,0.0,0.0,0.0,0.0,3,27.2,50.4,273
258,2013-03-16,4.4,-0.8,2.1,0.1,1.4,7.0,73,12.4,27.7,4
259,2013-03-17,4.5,-3.0,0.0,0.0,0.0,0.0,3,18.5,34.9,319
260,2013-03-18,1.9,-3.9,7.4,0.3,5.11,7.0,75,20.6,38.2,75
261,2013-03-19,4.5,0.6,6.4,4.1,1.61,7.0,73,25.8,49.3,27
262,2013-03-20,7.0,-2.4,0.0,0.0,0.0,0.0,3,26.3,51.5,272
263,2013-03-21,4.1,-1.3,0.0,0.0,0.21,0.0,71,18.5,36.0,328
264,2013-03-22,5.1,-3.0,0.0,0.0,0.0,0.0,3,22.0,42.1,283
265,2013-03-23,7.1,-1.8,0.0,0.0,0.0,0.0,3,25.8,50.4,294
266,2013-03-24,7.8,-2.4,0.0,0.0,0.0,0.0,3,14.1,29.2,314
267,2013-03-25,3.8,0.6,7.2,5.0,1.54,15.0,73,18.6,47.9,33
268,2013-03-26,10.3,-1.9,0.0,0.0,0.0,0.0,3,15.6,29.9,312
269,2013-03-27,10.6,-0.5,0.3,0.3,0.0,2.0,51,16.8,32.4,301
270,2013-03-28,9.4,0.3,0.2,0.2,0.0,1.0,51,15.1,32.0,320
271,2013-03-29,11.8,1.1,0.0,0.0,0.0,0.0,3,14.8,28.4,304
272,2013-03-30,13.1,0.0,0.0,0.0,0.0,0.0,3,12.6,25.9,292
273,2013-03-31,11.6,1.7,2.4,2.4,0.0,6.0,53,19.8,37.4,150
274,2013-04-01,14.5,3.2,0.6,0.6,0.0,4.0,51,24.2,47.5,273
275,2013-04-02,6.3,-1.6,0.0,0.0,0.0,0.0,3,27.7,54.0,286
276,2013-04-03,7.8,-1.6,0.0,0.0,0.0,0.0,3,26.2,49.7,292
277,2013-04-04,10.2,-3.1,0.0,0.0,0.0,0.0,3,18.0,32.4,231
278,2013-04-05,16.0,1.8,0.0,0.0,0.0,0.0,3,21.4,43.2,304
279,2013-04-06,10.1,0.6,0.0,0.0,0.0,0.0,2,20.8,42.8,316
280,2013-04-07,13.3,1.4,0.3,0.3,0.0,1.0,51,22.7,45.4,185
281,2013-04-08,21.2,5.7,0.0,0.0,0.0,0.0,3,14.0,25.2,210
282,2013-04-09,25.5,10.1,0.0,0.0,0.0,0.0,3,20.7,35.6,259
283,2013-04-10,22.4,10.2,0.4,0.4,0.0,1.0,51,15.1,30.6,106
284,2013-04-11,16.1,7.6,1.7,1.7,0.0,4.0,53,16.1,35.6,65
285,2013-04-12,7.3,5.1,15.1,15.1,0.0,13.0,63,26.3,60.5,64
286,2013-04-13,13.1,3.8,0.0,0.0,0.0,0.0,3,14.1,27.4,301
287,2013-04-14,13.0,4.4,0.0,0.0,0.0,0.0,3,21.4,41.8,297
288,2013-04-15,12.6,3.9,0.0,0.0,0.0,0.0,3,13.2,28.1,111
289,2013-04-16,17.8,4.5,1.0,1.0,0.0,1.0,55,22.0,42.8,162
290,2013-04-17,19.9,9.4,0.8,0.8,0.0,3.0,51,15.6,30.2,333
291,2013-04-18,13.7,6.1,0.0,0.0,0.0,0.0,3,17.7,36.7,120
292,2013-04-19,21.6,11.8,0.6,0.6,0.0,2.0,51,25.7,52.6,182
293,2013-04-20,17.7,8.5,9.8,9.8,0.0,8.0,63,23.4,75.6,280
294,2013-04-21,11.3,2.4,0.0,0.0,0.0,0.0,3,20.3,39.6,351
295,2013-04-22,10.5,3.3,0.0,0.0,0.0,0.0,3,23.0,45.7,87
296,2013-04-23,9.7,4.8,0.0,0.0,0.0,0.0,3,18.4,36.4,36
297,2013-04-24,19.9,3.1,0.0,0.0,0.0,0.0,3,17.1,35.6,212
298,2013-04-25,16.5,7.2,0.5,0.5,0.0,2.0,51,23.4,42.8,292
299,2013-04-26,17.4,5.1,0.0,0.0,0.0,0.0,2,13.4,27.7,298
300,2013-04-27,18.7,5.3,0.0,0.0,0.0,0.0,2,15.3,28.8,19
301,2013-04-28,19.7,7.2,0.0,0.0,0.0,0.0,3,18.6,33.8,168
302,2013-04-29,13.3,10.1,0.4,0.4,0.0,2.0,51,13.3,29.9,135
303,2013-04-30,17.7,8.7,0.0,0.0,0.0,0.0,3,15.1,32.0,100
304,2013-05-01,18.4,5.3,0.0,0.0,0.0,0.0,0,16.4,31.3,89
305,2013-05-02,20.9,5.7,0.0,0.0,0.0,0.0,3,11.4,20.5,123
